Revenue,Quantity,Price,Total Cost,Profit,Order Date,Month,Customer Name,Region,Order Time (IST)
273.51,3,91.17,240.6888,32.8212,19-Dec-23,December,Customer 4267,West,1:45 PM
1133.76,16,70.86,895.6704,238.0896,23-Feb-24,February,Customer 2762,East,2:50 PM
1026.18,18,57.01,656.7552,369.4248,21-Sep-23,September,Customer 1153,West,9:07 PM
149.64,6,24.94,103.2516,46.3884,12-Sep-23,September,Customer 3779,North,4:10 PM
651,10,65.1,494.76,156.24,26-Dec-23,December,Customer 3750,East,11:34 AM
1710.54,18,95.03,1265.7996,444.7404,07-Jun-23,June,Customer 4378,North,9:53 PM
720.17,11,65.47,597.7411,122.4289,18-Apr-23,April,Customer 1808,North,9:07 AM
321.23,7,45.89,179.8888,141.3412,18-Jan-24,January,Customer 1567,Central,2:18 PM
1277.28,16,79.83,906.8688,370.4112,04-Jun-24,June,Customer 658,Central,3:14 PM
77.95,5,15.59,53.7855,24.1645,08-Jun-24,June,Customer 2375,North,2:08 PM
1163.11,13,89.47,907.2258,255.8842,02-Jul-23,July,Customer 4050,East,9:57 PM
523.65,15,34.91,455.5755,68.0745,02-Jul-23,July,Customer 861,North,1:19 PM
245.7,14,17.55,199.017,46.683,31-Dec-24,December,Customer 512,South,6:25 PM
1658.01,17,97.53,1077.7065,580.3035,28-Feb-24,February,Customer 3401,South,1:18 PM
1030.05,15,68.67,659.232,370.818,19-May-24,May,Customer 567,East,4:07 PM
192.51,3,64.17,154.008,38.502,27-Jan-23,January,Customer 2598,South,10:49 AM
237.75,15,15.85,135.5175,102.2325,28-Dec-24,December,Customer 4077,South,2:56 PM
1396.98,18,77.61,754.3692,642.6108,29-Sep-23,September,Customer 4208,South,12:15 PM
733.8,12,61.15,645.744,88.056,11-Jul-23,July,Customer 4979,East,12:40 PM
547.38,18,30.41,476.2206,71.1594,15-Aug-24,August,Customer 2050,North,8:38 PM
1293.88,14,92.42,1125.6756,168.2044,29-Oct-24,October,Customer 4297,North,5:39 PM
482.05,5,96.41,303.6915,178.3585,15-Dec-24,December,Customer 2362,North,2:42 PM
1670,20,83.5,1135.6,534.4,17-Jan-24,January,Customer 761,North,9:01 PM
357.77,19,18.83,218.2397,139.5303,18-May-24,May,Customer 1095,North,12:17 PM
560.64,8,70.08,414.8736,145.7664,15-Dec-23,December,Customer 482,North,2:23 PM
722.4,20,36.12,549.024,173.376,07-Oct-23,October,Customer 4715,South,1:30 PM
1466.25,17,86.25,835.7625,630.4875,27-Jul-24,July,Customer 1282,West,6:18 PM
221.52,3,73.84,150.6336,70.8864,01-Mar-23,March,Customer 312,Central,9:38 PM
179.64,9,19.96,140.1192,39.5208,28-Mar-24,March,Customer 919,East,8:06 PM
380.16,11,34.56,300.3264,79.8336,29-Apr-23,April,Customer 3343,West,5:16 PM
826.42,14,59.03,462.7952,363.6248,20-Apr-24,April,Customer 2321,East,9:35 PM
498.12,7,71.16,443.3268,54.7932,17-Jun-24,June,Customer 3669,South,7:06 PM
358.56,18,19.92,186.4512,172.1088,26-Jul-23,July,Customer 4999,Central,1:30 PM
123.36,12,10.28,102.3888,20.9712,27-May-24,May,Customer 3613,South,7:26 PM
512.82,7,73.26,317.9484,194.8716,24-Aug-23,August,Customer 1556,North,10:58 AM
58.56,4,14.64,34.5504,24.0096,19-Feb-23,February,Customer 4334,West,10:02 AM
265.37,17,15.61,230.8719,34.4981,23-Sep-24,September,Customer 1744,East,9:15 PM
369.2,20,18.46,291.668,77.532,08-Nov-23,November,Customer 3325,West,2:54 PM
273.13,13,21.01,177.5345,95.5955,05-Aug-24,August,Customer 4766,West,5:47 PM
714.67,11,64.97,357.335,357.335,01-Apr-24,April,Customer 970,West,4:06 PM
1183.68,16,73.98,970.6176,213.0624,17-Sep-23,September,Customer 4592,Central,1:13 PM
718.08,17,42.24,552.9216,165.1584,27-Apr-24,April,Customer 1921,Central,7:39 PM
412.08,12,34.34,251.3688,160.7112,18-Jun-24,June,Customer 2564,East,2:59 PM
658.44,12,54.87,533.3364,125.1036,06-Feb-23,February,Customer 3787,East,8:03 PM
1060.29,17,62.37,774.0117,286.2783,21-Jan-23,January,Customer 1577,Central,12:51 PM
752.4,12,62.7,511.632,240.768,29-Jan-24,January,Customer 3066,North,3:48 PM
935.61,13,71.97,598.7904,336.8196,16-Sep-24,September,Customer 1853,West,3:56 PM
347.4,6,57.9,236.232,111.168,06-Feb-24,February,Customer 1500,Central,6:55 PM
1686.78,18,93.71,1096.407,590.373,24-Nov-24,November,Customer 4147,South,6:21 PM
188.21,11,17.11,163.7427,24.4673,07-Oct-23,October,Customer 2559,Central,9:50 PM
445.86,18,24.77,370.0638,75.7962,14-Jun-24,June,Customer 1736,Central,8:07 PM
1167.6,15,77.84,630.504,537.096,19-Jul-23,July,Customer 672,East,10:11 AM
671,20,33.55,449.57,221.43,04-Jun-24,June,Customer 1674,Central,2:52 PM
833.28,14,59.52,624.96,208.32,15-Dec-24,December,Customer 1038,Central,12:52 PM
953.25,15,63.55,686.34,266.91,06-Jan-24,January,Customer 1226,East,12:29 PM
1159.95,15,77.33,939.5595,220.3905,11-Jul-23,July,Customer 402,Central,2:50 PM
1006.59,13,77.43,734.8107,271.7793,21-Jan-24,January,Customer 155,South,4:38 PM
591.72,6,98.62,491.1276,100.5924,09-Jul-23,July,Customer 1922,West,9:46 PM
92.78,2,46.39,64.946,27.834,29-Jul-23,July,Customer 3871,East,3:53 PM
1043.29,17,61.37,834.632,208.658,06-Mar-23,March,Customer 1534,Central,6:22 PM
59.96,4,14.99,46.1692,13.7908,23-Feb-23,February,Customer 858,North,2:47 PM
766.16,8,95.77,528.6504,237.5096,10-Nov-23,November,Customer 418,South,4:24 PM
100.26,2,50.13,52.1352,48.1248,16-Sep-24,September,Customer 703,West,5:32 PM
230.3,10,23.03,151.998,78.302,14-Mar-23,March,Customer 3702,Central,3:49 PM
530.48,19,27.92,328.8976,201.5824,05-Jul-23,July,Customer 2397,North,6:37 PM
438.24,12,36.52,236.6496,201.5904,04-Jan-23,January,Customer 3413,North,9:09 PM
396.09,9,44.01,205.9668,190.1232,15-Sep-24,September,Customer 3135,East,6:17 PM
1379.97,19,72.63,800.3826,579.5874,26-Sep-23,September,Customer 1208,West,9:35 AM
227.15,11,20.65,197.6205,29.5295,29-Apr-23,April,Customer 1259,Central,3:49 PM
1707.3,18,94.85,853.65,853.65,26-Jan-23,January,Customer 2982,West,1:00 PM
465.8,17,27.4,270.164,195.636,15-Dec-24,December,Customer 3281,East,1:55 PM
714.59,19,37.61,485.9212,228.6688,23-Apr-24,April,Customer 1818,South,1:22 PM
893.16,12,74.43,759.186,133.974,16-Oct-24,October,Customer 4667,North,4:25 PM
1589.76,16,99.36,1065.1392,524.6208,06-Dec-24,December,Customer 455,East,12:51 PM
174.78,9,19.42,139.824,34.956,23-Aug-23,August,Customer 3363,West,3:34 PM
645.52,8,80.69,529.3264,116.1936,02-Feb-23,February,Customer 2662,West,1:34 PM
262.32,4,65.58,191.4936,70.8264,17-Feb-23,February,Customer 4244,West,9:47 AM
1057.2,20,52.86,845.76,211.44,04-Jan-23,January,Customer 1309,South,5:24 PM
493.1,5,98.62,364.894,128.206,22-Jan-23,January,Customer 2121,Central,2:04 PM
65.7,1,65.7,42.048,23.652,14-Oct-24,October,Customer 3153,North,8:56 PM
1512.66,17,88.98,847.0896,665.5704,29-Feb-24,February,Customer 4968,East,9:56 PM
490.3,10,49.03,357.919,132.381,02-Dec-23,December,Customer 2620,East,2:57 PM
1625.03,17,95.59,942.5174,682.5126,26-Jan-24,January,Customer 1118,South,6:05 PM
433.92,12,36.16,316.7616,117.1584,23-Aug-24,August,Customer 1491,West,5:29 PM
412.68,6,68.78,338.3976,74.2824,20-Feb-23,February,Customer 3430,Central,11:16 AM
45.27,3,15.09,29.4255,15.8445,12-Nov-23,November,Customer 4260,South,6:51 PM
1529.4,20,76.47,1039.992,489.408,15-Sep-23,September,Customer 4101,North,5:42 PM
204.36,6,34.06,136.9212,67.4388,24-Aug-23,August,Customer 1134,North,8:17 PM
163.48,2,81.74,86.6444,76.8356,23-Jan-24,January,Customer 4691,East,9:43 PM
510.23,7,72.89,265.3196,244.9104,20-Aug-24,August,Customer 4867,West,4:56 PM
1274.65,13,98.05,713.804,560.846,01-Jun-24,June,Customer 2424,West,6:19 PM
163.62,6,27.27,145.6218,17.9982,09-Sep-24,September,Customer 449,West,9:00 PM
1430.4,16,89.4,1244.448,185.952,06-Oct-23,October,Customer 3895,South,6:14 PM
463.21,11,42.11,231.605,231.605,20-Sep-24,September,Customer 1208,Central,3:37 PM
937.5,15,62.5,759.375,178.125,09-Sep-24,September,Customer 1440,Central,10:37 AM
725.23,19,38.17,601.9409,123.2891,13-Nov-23,November,Customer 3130,South,11:05 AM
419,20,20.95,230.45,188.55,14-Aug-23,August,Customer 1509,Central,9:44 PM
522.76,7,74.68,261.38,261.38,10-Mar-24,March,Customer 3975,East,9:16 PM
896.06,11,81.46,510.7542,385.3058,13-Oct-23,October,Customer 133,West,7:26 PM
1766.62,19,92.98,1501.627,264.993,13-Dec-24,December,Customer 1393,Central,11:24 AM
1118.72,16,69.92,794.2912,324.4288,28-Oct-24,October,Customer 3470,North,8:40 PM
363.2,5,72.64,308.72,54.48,08-Jun-24,June,Customer 2859,East,1:46 PM
423.54,9,47.06,343.0674,80.4726,09-Oct-24,October,Customer 2112,Central,6:25 PM
207,9,23,120.06,86.94,04-Dec-23,December,Customer 2120,North,8:15 PM
94.8,1,94.8,53.088,41.712,22-Jan-24,January,Customer 3362,East,9:20 AM
250.32,14,17.88,222.7848,27.5352,01-Feb-23,February,Customer 2428,Central,4:39 PM
374.22,14,26.73,314.3448,59.8752,13-Apr-24,April,Customer 494,South,5:25 PM
254.4,3,84.8,132.288,122.112,30-Apr-24,April,Customer 575,East,9:53 PM
71.85,3,23.95,60.354,11.496,19-May-23,May,Customer 3440,West,9:03 PM
520.1,10,52.01,468.09,52.01,15-Oct-24,October,Customer 4541,West,10:27 AM
742.2,12,61.85,371.1,371.1,27-Sep-23,September,Customer 765,South,7:33 PM
236.01,3,78.67,191.1681,44.8419,21-Dec-23,December,Customer 668,Central,9:50 AM
1149.88,17,67.64,609.4364,540.4436,22-Mar-23,March,Customer 3353,South,9:52 AM
255.64,11,23.24,153.384,102.256,04-Apr-24,April,Customer 206,East,7:08 PM
386.61,7,55.23,208.7694,177.8406,28-Mar-23,March,Customer 2109,North,12:50 PM
124.44,3,41.48,77.1528,47.2872,25-Feb-23,February,Customer 538,West,2:33 PM
467.4,19,24.6,289.788,177.612,21-Mar-23,March,Customer 297,East,8:41 PM
902,10,90.2,712.58,189.42,14-Apr-24,April,Customer 819,North,8:02 PM
40.76,2,20.38,23.2332,17.5268,06-Mar-24,March,Customer 4030,Central,3:38 PM
165.12,8,20.64,130.4448,34.6752,27-Jan-24,January,Customer 195,East,7:13 PM
1160.76,17,68.28,1009.8612,150.8988,11-Jul-24,July,Customer 1433,South,5:29 PM
555.12,9,61.68,327.5208,227.5992,16-Oct-24,October,Customer 2963,Central,1:19 PM
288.6,12,24.05,167.388,121.212,09-Sep-23,September,Customer 2931,South,6:12 PM
1060,16,66.25,742,318,20-Aug-24,August,Customer 1666,West,12:31 PM
419.25,5,83.85,289.2825,129.9675,21-Oct-23,October,Customer 1134,Central,9:23 AM
627.55,7,89.65,420.4585,207.0915,18-Nov-23,November,Customer 2799,Central,5:59 PM
372.51,9,41.39,309.1833,63.3267,09-Jan-23,January,Customer 2723,East,9:04 PM
979.1,10,97.91,851.817,127.283,20-Dec-23,December,Customer 4605,North,9:05 AM
578,20,28.9,427.72,150.28,03-Jan-23,January,Customer 2030,West,3:24 PM
153.16,4,38.29,113.3384,39.8216,10-May-23,May,Customer 2846,North,9:40 AM
262.78,14,18.77,131.39,131.39,14-Apr-24,April,Customer 2543,West,8:15 PM
1182.16,14,84.44,898.4416,283.7184,12-Apr-24,April,Customer 366,Central,1:02 PM
892.54,11,81.14,499.8224,392.7176,24-Nov-23,November,Customer 4120,South,9:50 PM
190.95,3,63.65,112.6605,78.2895,05-Dec-24,December,Customer 1961,West,7:04 PM
1377.54,18,76.53,881.6256,495.9144,21-Jan-24,January,Customer 3163,South,3:50 PM
259.2,15,17.28,207.36,51.84,18-Oct-23,October,Customer 2170,South,4:52 PM
112.5,2,56.25,101.25,11.25,29-Mar-24,March,Customer 3006,East,6:56 PM
379.26,14,27.09,295.8228,83.4372,14-Jun-23,June,Customer 2276,North,1:21 PM
611.1,18,33.95,415.548,195.552,19-Jul-23,July,Customer 1423,East,6:46 PM
216.4,20,10.82,151.48,64.92,19-Aug-24,August,Customer 509,Central,10:01 AM
91.07,7,13.01,68.3025,22.7675,04-Nov-24,November,Customer 4194,East,6:00 PM
179.79,13,13.83,149.2257,30.5643,13-May-24,May,Customer 3162,Central,11:23 AM
192.12,4,48.03,163.302,28.818,14-Jun-24,June,Customer 3301,South,12:39 PM
200.9,7,28.7,174.783,26.117,21-Jan-24,January,Customer 3196,South,9:49 PM
1242.02,13,95.54,869.414,372.606,03-Oct-23,October,Customer 275,Central,4:02 PM
1028.94,11,93.54,576.2064,452.7336,15-Nov-23,November,Customer 3137,South,4:22 PM
271,5,54.2,241.19,29.81,27-Jul-24,July,Customer 1066,North,5:15 PM
103.44,4,25.86,80.6832,22.7568,29-Sep-24,September,Customer 1575,West,11:37 AM
1186.72,16,74.17,676.4304,510.2896,17-Apr-23,April,Customer 667,South,7:49 PM
341.72,4,85.43,287.0448,54.6752,27-Jun-23,June,Customer 4086,East,2:52 PM
615.9,10,61.59,338.745,277.155,09-Apr-23,April,Customer 2785,South,9:53 AM
782.21,11,71.11,516.2586,265.9514,02-Feb-24,February,Customer 3532,West,2:51 PM
194.9,10,19.49,152.022,42.878,06-Feb-23,February,Customer 2550,South,1:35 PM
19.86,1,19.86,16.4838,3.3762,29-Dec-24,December,Customer 287,South,9:18 PM
64.28,1,64.28,52.0668,12.2132,18-Dec-24,December,Customer 2704,East,10:58 AM
188.78,2,94.39,124.5948,64.1852,22-Nov-24,November,Customer 3686,South,9:16 PM
291.98,13,22.46,227.7444,64.2356,27-Nov-24,November,Customer 476,West,11:43 AM
1297.8,15,86.52,908.46,389.34,25-Jan-24,January,Customer 605,Central,7:27 PM
117.2,8,14.65,80.868,36.332,26-Apr-24,April,Customer 1056,West,11:20 AM
58.98,1,58.98,45.4146,13.5654,06-Jun-23,June,Customer 421,Central,1:43 PM
1301.25,15,86.75,988.95,312.3,27-May-24,May,Customer 491,North,7:28 PM
406.44,6,67.74,300.7656,105.6744,05-Jul-23,July,Customer 4694,South,7:53 PM
256.48,4,64.12,197.4896,58.9904,17-Sep-24,September,Customer 2112,North,9:09 PM
144.82,2,72.41,112.9596,31.8604,28-Feb-23,February,Customer 1535,Central,9:10 PM
770.88,12,64.24,662.9568,107.9232,03-Sep-23,September,Customer 4571,North,8:49 PM
1500.2,20,75.01,825.11,675.09,13-Feb-24,February,Customer 2421,East,11:14 AM
1554.12,18,86.34,1103.4252,450.6948,03-Dec-23,December,Customer 1693,East,12:53 PM
854.28,18,47.46,760.3092,93.9708,19-Apr-24,April,Customer 4743,West,8:53 PM
969.12,18,53.84,668.6928,300.4272,13-Oct-24,October,Customer 4614,South,4:54 PM
121.8,7,17.4,82.824,38.976,17-Nov-24,November,Customer 1331,West,8:42 PM
821.86,13,63.22,460.2416,361.6184,31-Jul-23,July,Customer 4893,South,2:53 PM
319.45,5,63.89,261.949,57.501,23-Feb-24,February,Customer 3110,West,6:02 PM
74.34,2,37.17,50.5512,23.7888,10-Jan-23,January,Customer 3178,Central,9:19 PM
379.44,12,31.62,227.664,151.776,29-Jun-24,June,Customer 4250,North,7:45 PM
417.9,10,41.79,330.141,87.759,04-Jan-24,January,Customer 819,North,2:29 PM
725.4,12,60.45,500.526,224.874,20-Apr-24,April,Customer 1176,South,6:56 PM
181.52,8,22.69,148.8464,32.6736,01-Jan-24,January,Customer 1294,South,5:24 PM
517.92,12,43.16,445.4112,72.5088,23-Sep-24,September,Customer 4673,Central,6:43 PM
632.4,8,79.05,423.708,208.692,28-Nov-24,November,Customer 2303,West,5:57 PM
147.75,5,29.55,122.6325,25.1175,04-Feb-23,February,Customer 2390,South,3:56 PM
336.6,4,84.15,201.96,134.64,27-Jan-24,January,Customer 2199,West,8:21 PM
740.3,10,74.03,392.359,347.941,14-Feb-24,February,Customer 90,East,10:26 AM
530.88,12,44.24,329.1456,201.7344,28-Oct-24,October,Customer 3876,East,11:58 AM
28.33,1,28.33,19.5477,8.7823,01-Jan-23,January,Customer 1500,East,4:36 PM
1103.4,18,61.3,695.142,408.258,04-Jun-24,June,Customer 4396,West,9:51 AM
990.45,15,66.03,713.124,277.326,16-Jun-23,June,Customer 3393,West,3:21 PM
516.16,8,64.52,366.4736,149.6864,04-May-24,May,Customer 4038,East,5:49 PM
850.5,9,94.5,484.785,365.715,07-Sep-23,September,Customer 3591,West,10:56 AM
1230.12,17,72.36,1033.3008,196.8192,26-Apr-23,April,Customer 4215,South,12:48 PM
674.7,13,51.9,364.338,310.362,08-Mar-23,March,Customer 1215,West,6:59 PM
142.17,3,47.39,103.7841,38.3859,10-Jun-24,June,Customer 2951,East,2:38 PM
76.27,1,76.27,44.9993,31.2707,29-Mar-24,March,Customer 1756,West,9:38 AM
622.4,20,31.12,541.488,80.912,30-Aug-23,August,Customer 3093,East,9:29 PM
942.5,10,94.25,801.125,141.375,07-May-24,May,Customer 2808,West,11:51 AM
1025.85,15,68.39,820.68,205.17,27-Jun-23,June,Customer 1185,East,10:43 AM
1005.48,12,83.79,583.1784,422.3016,02-Jul-24,July,Customer 1846,North,5:32 PM
267.95,5,53.59,160.77,107.18,16-Jul-24,July,Customer 1079,West,8:00 PM
1021.67,13,78.59,807.1193,214.5507,16-Dec-23,December,Customer 2048,Central,7:49 PM
604.24,13,46.48,453.18,151.06,10-Feb-24,February,Customer 324,East,11:13 AM
245.28,12,20.44,149.6208,95.6592,28-Jan-24,January,Customer 4403,South,6:56 PM
816,15,54.4,685.44,130.56,08-Aug-23,August,Customer 2643,West,12:57 PM
507.8,10,50.78,416.396,91.404,04-Dec-24,December,Customer 1206,North,11:02 AM
87.6,4,21.9,49.932,37.668,03-Jul-24,July,Customer 3714,Central,1:48 PM
716.69,13,55.13,616.3534,100.3366,09-Sep-24,September,Customer 3884,South,9:00 PM
787.08,14,56.22,511.602,275.478,29-Dec-23,December,Customer 4673,South,12:29 PM
124.38,2,62.19,70.8966,53.4834,28-May-24,May,Customer 4603,South,10:07 AM
243.18,14,17.37,201.8394,41.3406,22-Sep-23,September,Customer 3699,West,9:51 PM
580.5,18,32.25,371.52,208.98,10-Jun-24,June,Customer 671,West,11:02 AM
344.8,20,17.24,272.392,72.408,27-Sep-24,September,Customer 12,Central,7:02 PM
776.15,19,40.85,551.0665,225.0835,10-Jan-23,January,Customer 3108,South,10:58 AM
363.65,5,72.73,280.0105,83.6395,11-May-23,May,Customer 1434,North,8:05 PM
44.85,3,14.95,34.086,10.764,27-Dec-23,December,Customer 4828,South,8:23 PM
225.99,9,25.11,142.3737,83.6163,01-Jun-23,June,Customer 1034,East,12:05 PM
1092.32,16,68.27,928.472,163.848,20-Aug-23,August,Customer 1211,West,10:13 AM
89.94,3,29.98,74.6502,15.2898,28-Dec-24,December,Customer 3472,North,7:36 PM
405.68,8,50.71,352.9416,52.7384,14-Apr-24,April,Customer 3605,Central,6:58 PM
1168.24,17,68.72,899.5448,268.6952,20-Dec-23,December,Customer 261,Central,4:39 PM
1288.58,19,67.82,914.8918,373.6882,07-Dec-24,December,Customer 3538,East,8:31 PM
496.3,10,49.63,297.78,198.52,15-Jun-24,June,Customer 1825,North,9:34 AM
967.01,11,87.91,580.206,386.804,13-Jun-24,June,Customer 2846,East,10:13 AM
358.24,16,22.39,275.8448,82.3952,09-Mar-23,March,Customer 211,West,8:36 PM
862.07,17,50.71,508.6213,353.4487,30-May-24,May,Customer 4013,West,1:37 PM
805.68,18,44.76,483.408,322.272,17-Apr-24,April,Customer 257,Central,3:25 PM
154.26,3,51.42,115.695,38.565,06-Nov-24,November,Customer 23,West,7:09 PM
193.49,11,17.59,145.1175,48.3725,21-Jan-23,January,Customer 4311,West,9:35 PM
247.32,6,41.22,175.5972,71.7228,02-Jun-23,June,Customer 831,East,8:27 PM
212.34,6,35.39,135.8976,76.4424,01-Jun-23,June,Customer 2870,East,3:47 PM
1234.56,16,77.16,999.9936,234.5664,16-Apr-24,April,Customer 941,Central,3:36 PM
705.72,12,58.81,472.8324,232.8876,08-Mar-24,March,Customer 3016,West,8:46 PM
626.04,12,52.17,444.4884,181.5516,19-May-24,May,Customer 3988,East,9:15 AM
1463.1,15,97.54,1053.432,409.668,14-Sep-24,September,Customer 2510,West,11:10 AM
199.78,14,14.27,139.846,59.934,25-Mar-23,March,Customer 563,East,9:33 PM
587.2,16,36.7,528.48,58.72,03-Apr-23,April,Customer 3101,South,6:07 PM
151.41,7,21.63,125.6703,25.7397,02-Aug-24,August,Customer 1435,East,6:50 PM
788.16,8,98.52,528.0672,260.0928,31-Dec-23,December,Customer 4516,East,4:59 PM
880.6,14,62.9,774.928,105.672,06-Feb-24,February,Customer 2834,Central,2:42 PM
1076.85,15,71.79,613.8045,463.0455,10-Apr-24,April,Customer 810,Central,8:22 PM
890.26,14,63.59,623.182,267.078,30-Jun-23,June,Customer 434,West,2:40 PM
915.48,12,76.29,686.61,228.87,21-Nov-23,November,Customer 2496,West,10:25 AM
220.5,15,14.7,110.25,110.25,10-Jun-24,June,Customer 919,West,7:27 PM
125.79,7,17.97,98.1162,27.6738,14-Jan-24,January,Customer 4580,West,9:02 PM
948.7,10,94.87,559.733,388.967,24-Jul-23,July,Customer 4612,North,11:54 AM
215.13,3,71.71,185.0118,30.1182,10-Mar-23,March,Customer 117,East,9:54 PM
1197.65,17,70.45,730.5665,467.0835,16-Oct-23,October,Customer 1467,South,3:52 PM
1391.96,17,81.88,821.2564,570.7036,13-Apr-24,April,Customer 1263,West,11:47 AM
468.1,10,46.81,238.731,229.369,21-Aug-23,August,Customer 3176,North,8:07 PM
1639.14,17,96.42,950.7012,688.4388,06-Sep-24,September,Customer 1640,East,9:11 PM
881.3,10,88.13,652.162,229.138,24-Oct-24,October,Customer 2554,Central,9:11 PM
1403.15,19,73.85,729.638,673.512,30-May-24,May,Customer 4321,South,9:59 PM
516.87,9,57.43,325.6281,191.2419,05-Jul-23,July,Customer 3813,Central,3:54 PM
311.4,5,62.28,165.042,146.358,07-Mar-23,March,Customer 3047,South,9:41 PM
977.7,15,65.18,655.059,322.641,13-Apr-23,April,Customer 3052,South,10:27 AM
152.8,10,15.28,120.712,32.088,23-Oct-24,October,Customer 3610,South,8:34 PM
638.28,9,70.92,414.882,223.398,06-Dec-23,December,Customer 4892,North,10:02 AM
742.8,10,74.28,438.252,304.548,23-Jun-23,June,Customer 3529,South,9:35 AM
411.8,10,41.18,205.9,205.9,06-Jul-24,July,Customer 2281,North,6:14 PM
571.67,11,51.97,480.2028,91.4672,27-Aug-24,August,Customer 1680,East,7:02 PM
870.96,19,45.84,679.3488,191.6112,17-Mar-23,March,Customer 4939,West,4:48 PM
1318.86,18,73.27,910.0134,408.8466,20-Oct-23,October,Customer 1202,East,10:42 AM
373.9,5,74.78,209.384,164.516,13-Jan-23,January,Customer 3090,East,7:18 PM
183.24,3,61.08,124.6032,58.6368,08-Sep-23,September,Customer 2939,North,9:51 AM
173.32,7,24.76,86.66,86.66,02-Jul-23,July,Customer 3337,West,7:16 PM
235.95,11,21.45,143.9295,92.0205,21-Apr-24,April,Customer 401,Central,9:08 AM
252.28,4,63.07,146.3224,105.9576,02-May-24,May,Customer 2477,West,5:37 PM
141.13,11,12.83,73.3876,67.7424,11-Jun-24,June,Customer 4956,Central,2:36 PM
373.77,9,41.53,295.2783,78.4917,13-Aug-23,August,Customer 4874,West,2:25 PM
146.51,13,11.27,112.8127,33.6973,24-Jan-24,January,Customer 4176,East,12:04 PM
66.78,2,33.39,50.085,16.695,25-Dec-24,December,Customer 2445,Central,4:20 PM
939.82,14,67.13,592.0866,347.7334,28-Apr-23,April,Customer 3662,West,10:41 AM
497.82,6,82.97,353.4522,144.3678,03-Nov-23,November,Customer 3744,West,6:39 PM
322.48,8,40.31,196.7128,125.7672,20-Aug-23,August,Customer 450,North,10:13 AM
1076.61,17,63.33,635.1999,441.4101,24-Jan-23,January,Customer 4354,West,5:41 PM
180.48,2,90.24,153.408,27.072,08-Aug-23,August,Customer 3744,East,11:37 AM
1208.32,16,75.52,761.2416,447.0784,07-Jan-23,January,Customer 2397,South,4:26 PM
218,4,54.5,143.88,74.12,05-Jul-23,July,Customer 382,West,3:22 PM
336.49,7,48.07,171.6099,164.8801,27-Feb-23,February,Customer 3060,West,6:22 PM
625.9,11,56.9,406.835,219.065,25-May-24,May,Customer 1284,South,6:30 PM
